Applicant Name,Funding Band,Alternative Name,Web address,Discipline,Notes,Area,ACE Region,ONS Region,Local Authority
TIN Arts,1,,http://www.tinarts.co.uk,Dance,,North,North East,North East,County Durham
Tobacco Factory Theatres,1,,http://www.tobaccofactorytheatres.com,Theatre,,South West,South West,South West,"Bristol, City of"
Together! 2012 CIC,1,,http://www.together2012.org.uk,Not discipline specific,,London,London,London,Newham
Told by an Idiot,1,,http://www.toldbyanidiot.org,Theatre,,London,London,London,Camden
Tom Dale Company,1,,http://www.tomdale.org.uk,Dance,,Midlands,East Midlands,East Midlands,Nottingham
Tomorrow's Warriors Ltd,1,,http://www.tomorrowswarriors.org,Music,,London,London,London,Harrow
Towner Art Gallery,2,,http://townereastbourne.org.uk,Visual arts,,South East,South East,South East,Eastbourne
Travaux Sauvages Ltd t/a Wildworks,1,,http://www.wildworks.biz,Theatre,,South West,South West,South West,Cornwall
Travelling Light Theatre Company,1,,http://www.travellinglighttheatre.org.uk,Theatre,,South West,South West,South West,"Bristol, City of"
Triangle Arts Trust,2,,http://www.gasworks.org.uk,Visual arts,,London,London,London,Lambeth
Tricycle Theatre,2,,http://www.tricycle.co.uk,Theatre,,London,London,London,Brent
Tullie House Museum and Art Gallery,3,,http://www.tulliehouse.co.uk,Museums,Technical Uplift - Tullie House is the lead organisation of a consortium. Another 2015-2018 National Portfolio Organisation has joined the consortium for 2018-2022. The technical uplift is the cumulative amount allocated to these organisations,North,North West,North West,Carlisle
Turner Contemporary,2,,http://www.turnercontemporary.org,Visual arts,,South East,South East,South East,Thanet
"Turner Sims, Southampton",1,University of Southampton - Turner Sims,http://www.turnersims.co.uk,Music,,South West,South West,South East,Southampton
tutti frutti productions,1,,http://www.tutti-frutti.org.uk,Theatre,,North,Yorkshire,Yorkshire and The Humber,Leeds
Tyne & Wear Archives & Museums,SSO,,https://twmuseums.org.uk/,Museums,Museum Development,North,North East,North East,Newcastle upon Tyne
Tyne & Wear Archives & Museums,SSO,,https://twmuseums.org.uk/,Not discipline specific,Bridge Organisation,North,North East,North East,Newcastle upon Tyne
Tyne & Wear Archives & Museums,3,,https://twmuseums.org.uk/,Museums,,North,North East,North East,Newcastle upon Tyne
Tyneside Cinema,1,,http://www.tynesidecinema.co.uk,Visual arts,,North,North East,North East,Newcastle upon Tyne
UK Young Artists,1,,http://www.ukyoungartists.co.uk,Visual arts,,Midlands,East Midlands,East Midlands,Charnwood
Unfolding Theatre,1,,http://www.unfoldingtheatre.co.uk,Theatre,,North,North East,North East,Newcastle upon Tyne
Unicorn Theatre (Caryl Jenner Productions),3,,https://www.unicorntheatre.com/,Theatre,,London,London,London,Southwark
Unity Theatre,2,,http://www.unitytheatreliverpool.co.uk,Combined arts,,North,North West,North West,Liverpool
University of Cambridge Museums,3,University of Cambridge,http://www.museums.cam.ac.uk/,Museums,"Technical reduction (£142,000 p/a) - For 2015-18 University of Cambridge Museums is a Major Partner Museum consortium, which includes a partnership with National Portfolio Organisation Kettle’s Yard. For 2018-22, UCM will be a NPO and so will no longer have the same funding partnership with Kettle’s Yard. The technical reduction reflects the amount of funding that had been allocated to Kettle’s Yard through the Major Partner Museum partnership.",South East,East,East of England,Cambridge
University of Derby Theatre limited,2,,http://www.derbytheatre.co.uk,Theatre,,Midlands,East Midlands,East Midlands,Derby
"University of Leicester, Attenborough Arts Centre",1,University of Leicester,http://www.attenborougharts.com,Combined arts,,Midlands,East Midlands,East Midlands,Leicester
University of Oxford,3,,http://www.glam.ox.ac.uk,Museums,,South East,South East,South East,Oxford
University of the Arts London – Afterall,1,University of the Arts London,http://www.afterall.org,Visual arts,,London,London,London,Camden
University of the Arts London (trading as Artquest),SSO,University of the Arts London,http://www.artquest.org.uk/,Visual arts,,London,London,London,Camden
University of Warwick,2,,http://warwickartscentre.co.uk,Combined arts,,Midlands,West Midlands,West Midlands,Coventry
Unlimited Theatre,1,No Size Fits All Productions Ltd,http://unlimited.org.uk,Theatre,,North,Yorkshire,Yorkshire and The Humber,Leeds
UP Projects,1,,http://upprojects.com,Visual arts,,London,London,London,Tower Hamlets
Upswing Aerial Limited,1,,http://www.upswing.org.uk,Theatre,,London,London,London,Tower Hamlets
Urban Development Ltd,1,,http://www.urbandevelopment.co.uk,Music,,London,London,London,Newham
Vamos Theatre Company,1,,http://www.vamostheatre.co.uk,Theatre,,Midlands,West Midlands,West Midlands,Worcester
Vane Contemporary Art Limited,1,,http://www.vane.org.uk,Visual arts,,North,North East,North East,Newcastle upon Tyne
Venture Arts,1,,http://www.venturearts.org,Visual arts,,North,North West,North West,Manchester
Vincent Dance Theatre,1,,http://www.vincentdt.com,Dance,,South East,South East,South East,Brighton and Hove
Vital Xposure,1,,http://vitalxposure.co.uk,Theatre,,London,London,London,Hackney
Viva Chamber Orchestra Ltd,1,,http://www.vivaorch.co.uk,Music,,Midlands,East Midlands,East Midlands,Derby
Vivid Projects,1,,http://vividprojects.org.uk,Visual arts,,Midlands,West Midlands,West Midlands,Birmingham
VocalEyes,SSO,,http://www.vocaleyes.co.uk,Theatre,,National,London,London,Tower Hamlets
Voluntary Arts Network,SSO,,http://www.voluntaryarts.org,Not discipline specific,,National,West Midlands,WALES,Cardiff
Wakefield Council – Museums,1,Wakefield Metropolitan District Council ,-,Museums,,North,Yorkshire,Yorkshire and The Humber,Wakefield
Walk The Plank,1,,http://www.walktheplank.co.uk,Combined arts,,North,North West,North West,Salford
Walsall Council,2,,http://thenewartgallerywalsall.org.uk,Visual arts,,Midlands,West Midlands,West Midlands,Walsall
Wasafiri Ltd,1,,http://wasafiri.org,Literature,,London,London,London,Lewisham
Watermill Theatre,2,,http://watermill.org.uk,Theatre,,South East,South East,South East,West Berkshire
Watershed Arts Trust Ltd,2,,http://watershed.co.uk,Combined arts,,South West,South West,South West,"Bristol, City of"
Waterside Artists Co-operative Limited,1,,http://www.the-ropewalk.co.uk,Combined arts,,North,Yorkshire,Yorkshire and The Humber,North Lincolnshire
Watts Gallery Trust,1,,http://www.wattsgallery.org.uk,Museums,,South East,South East,South East,Guildford
Wavendon Allmusic Plan Ltd,2,,http://www.stables.org,Music,,South East,South East,South East,Milton Keynes
Welsh National Opera,3,,http://wno.org.uk,Music,,Midlands,West Midlands,WALES,Cardiff
West Yorkshire Print Workshop,1,,http://www.wypw.org,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Kirklees
Whitechapel Gallery,3,,http://www.whitechapelgallery.org/,Visual arts,,London,London,London,Tower Hamlets
Whitstable Biennale,1,,http://www.whitstablebiennale.com,Visual arts,,South East,South East,South East,Canterbury
Wiltshire Music Centre Trust Ltd,1,,http://www.wiltshiremusic,Music,,South West,South West,South West,Wiltshire
Wired Aerial Theatre Ltd,1,,http://www.wiredaerialtheatre.com/,Dance,,North,North West,North West,Liverpool
Wise Children,2,,http://www.wisechildren.co.uk,Theatre,,South West,South West,South West,"Bristol, City of"
Without Walls,3,,http://www.withoutwalls.uk.com/,Combined arts,,North,North West,North West,Manchester
Wolverhampton City Council,1,,http://wolverhamptonart.org.uk,Visual arts,,Midlands,West Midlands,West Midlands,Wolverhampton
Woodhorn Charitable Trust,1,,http://www.experiencewoodhorn.org.uk,Museums,,North,North East,North East,Northumberland
Workplace Foundation,1,,http://www.workplacegallery.co.uk,Visual arts,,North,North East,North East,Gateshead
World Heart Beat Music Academy,1,,http://www.worldheartbeat.org,Music,,London,London,London,Wandsworth
Writers' Centre Norwich,2,,http://www.writerscenrenorwich.org.uk,Literature,,South East,East,East of England,Norwich
Writing East Midlands,1,,http://www.writingeastmidlands.co.uk,Literature,,Midlands,East Midlands,East Midlands,Nottingham
Writing on the Wall,1,,http://www.writingonthewall.org.uk,Literature,,North,North West,North West,Liverpool
Writing West Midlands,1,,http://www.writingwestmidlands.org,Literature,,Midlands,West Midlands,West Midlands,Birmingham
Wysing Arts Centre,2,,http://www.wysingartscentre.org,Visual arts,,South East,East,East of England,South Cambridgeshire
Yaram Arts CIC,1,,http://www.yaram.org,Music,,London,London,London,Islington
Yellow Earth Theatre Company,1,,http://www.yellowearth.org,Theatre,,London,London,London,Lewisham
York Citizen's Theatre Trust,2,,http://www.yorktheatreroyal.co.uk,Theatre,,North,Yorkshire,Yorkshire and The Humber,York
York Museums Trust,SSO,,http://yorkmuseumstrust.org.uk,Museums,Museum Development,North,Yorkshire,Yorkshire and The Humber,York
York Museums Trust,3,,http://yorkmuseumstrust.org.uk,Museums,,North,Yorkshire,Yorkshire and The Humber,York
Yorkshire Artspace Society Ltd,1,,http://www.artspace.org.uk,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Sheffield
Yorkshire Dance Centre Trust,2,,http://www.yorkshiredance.com,Dance,,North,Yorkshire,Yorkshire and The Humber,Leeds
Yorkshire Sculpture Park,3,,http://www.ysp.co.uk,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Wakefield
Young Vic Company,3,,http://www.youngvic.org,Theatre,,London,London,London,Lambeth
Youth Music Theatre UK,1,,http://www.youthmusictheatreuk.org/,Theatre,"Technical Reduction - Organisation is a National Youth Music Organisation (NYMOs). For 2015-2018, NYMOs were jointly funded by Department of Education and Arts Council England. For 2018-2022, NYMOs will receive their Arts Council England allocation as National Portfolio funding. NYMOs will receive their Department for Education funding via a restricted separate grant.",London,London,London,Hammersmith and Fulham
Z-arts,2,Zion Arts Centre Ltd,http://www.z-arts.org,Combined arts,,North,North West,North West,Manchester
ZENDEH Productions,1,,http://www.zendeh.com,Theatre,,North,North East,North East,Newcastle upon Tyne
ZoieLogic Dance Theatre,1,,http://www.zoielogic.co.uk,Dance,,South West,South West,South East,Eastleigh
ZooNation Ltd,1,,http://www.zoonation.co.uk,Dance,,London,London,London,Islington
